dataset,model,model_id,num_experts,variant,prob_expert,unc_gating,features,seq_len,label_len,pred_len,seed,method,coverage,width,median_width,q_mean,alpha,window_size,window_source,retrains,unbounded,mse,mae,n_runs_seen,coverage_min,coverage_max,width_min,width_max,rerun_disagrees,d_model,n_heads,e_layers,d_layers,d_ff,expand,d_conv,factor,embed,distil,des,itr,method_params,source,all_sources,setting
traffic,iTransformer,test,3,MOGU,1,1,M,96,48,96,4021,cp_aleatoric_scale,0.8888,1.0371,,1.8255,0.1,1000,"code, run dated after 2026-01-22",,,0.433307,0.281538,2,0.8888,0.8888,1.0371,1.0371,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Aleatoric Scale CP Delayed,result_calibration_aleatoric_scale_tsf.txt,logs/campaign/calib_traffic_ne3_MOGU.log;result_calibration_aleatoric_scale_tsf.txt,long_term_forecast_test_iTransformer_traffic_ne3_pe1_ug1_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
traffic,iTransformer,test,3,MOGU,1,1,M,96,48,96,4021,cpvs,0.8888,1.0401,,1.1710,0.1,1000,"code, run dated after 2026-01-22",,,0.433307,0.281538,4,0.8888,0.8913,1.0401,1.0713,1,512,8,2,1,2048,2,4,1,timeF,True,test,0,Adaptive CPVS Delayed,result_calibration_cpvs.txt,logs/campaign/calib_traffic_ne3_MOGU.log;logs/run_mog_cp_all_datasets1.log;logs/run_mog_cp_all_datasets2.log;result_calibration_cpvs.txt,long_term_forecast_test_iTransformer_traffic_ne3_pe1_ug1_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
traffic,iTransformer,test,3,MOGU,1,1,M,96,48,96,4021,standard_cp,0.8925,1.3612,,0.6806,0.1,1000,"code, run dated after 2026-01-22",,,0.433307,0.281538,4,0.8925,0.8936,1.3612,1.4003,1,512,8,2,1,2048,2,4,1,timeF,True,test,0,Standard CP with Sliding Window,result_calibration_mse_cp.txt,logs/campaign/calib_traffic_ne3_MOGU.log;logs/run_mog_cp_all_datasets1.log;logs/run_mog_cp_all_datasets2.log;result_calibration_mse_cp.txt,long_term_forecast_test_iTransformer_traffic_ne3_pe1_ug1_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
electricity,iTransformer,test,1,MOE,0,0,M,96,48,96,4021,aci_cp,0.8944,1.1364,,0.5682,0.1,1000,"code, run dated after 2026-01-22",,,0.150827,0.241365,2,0.8944,0.8944,1.1364,1.1364,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,"ACI CP Sliding Window, alpha=0.1, gamma=0.001",result_calibration_aci_cp_tsf.txt,logs/aci_ne1_moe/electricity_20260812_144516.log;result_calibration_aci_cp_tsf.txt,long_term_forecast_test_iTransformer_electricity_ne1_pe0_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
electricity,iTransformer,cqr,1,MOE,0,0,M,96,48,96,4021,aci_cqr_quantile,0.8953,1.5126,,0.1684,0.1,1000,"code, run dated after 2026-01-22",,,0.279978,0.374303,2,0.8953,0.8953,1.5126,1.5126,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,"ACI CQR Quantile, alpha=0.1, gamma=0.001, Delayed Update",result_calibration_aci_cqr_quantile_tsf.txt,logs/aci_ne1_mog/electricity_cqr_20260810_183846.log;result_calibration_aci_cqr_quantile_tsf.txt,long_term_forecast_cqr_iTransformer_electricity_ne1_pe0_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
electricity,iTransformer,cqr,1,MOE,0,0,M,96,48,96,4021,aci_cqr_retrain,0.8925,1.3422,,0.2983,0.1,1000,recorded in the run output,53,,0.279978,0.374303,2,0.8925,0.8925,1.3422,1.3422,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,"ACI Retrained CQR, alpha=0.1, gamma=0.001, mode=finetune, window=1000, interval=96, epochs=3",result_calibration_aci_cqr_retrain_tsf.txt,logs/aci_cqr_retrain_all/ne1_electricity_20260811_140220.log;result_calibration_aci_cqr_retrain_tsf.txt,long_term_forecast_cqr_iTransformer_electricity_ne1_pe0_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
electricity,iTransformer,cqr,1,MOE,0,0,M,96,48,96,4021,cqr_quantile,0.8872,1.4536,,0.1390,0.1,,unknown - run cannot be dated,,,0.279978,0.374303,1,0.8872,0.8872,1.4536,1.4536,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,"CQR Quantile alpha=0.1, Delayed Update",result_calibration_cqr_quantile.txt,result_calibration_cqr_quantile.txt,long_term_forecast_cqr_iTransformer_electricity_ne1_pe0_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
electricity,iTransformer,cqr,1,MOE,0,0,M,96,48,96,4021,cqr_retrain,0.8805,1.2255,,0.2400,0.1,1000,recorded in the run output,53,,0.279978,0.374303,2,0.8805,0.8805,1.2255,1.2255,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,"Retrained CQR alpha=0.1, mode=finetune, window=1000, interval=96, epochs=3",result_calibration_cqr_retrain.txt,logs/gap_seed4021_ne1_moe/electricity_cqr_retrain_20260809_161726.log;result_calibration_cqr_retrain.txt,long_term_forecast_cqr_iTransformer_electricity_ne1_pe0_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
electricity,iTransformer,test,1,MOE,0,0,M,96,48,96,4021,standard_cp,0.8925,1.0863,,0.5432,0.1,1000,"code, run dated after 2026-01-22",,,0.150827,0.241365,2,0.8925,0.8925,1.0863,1.0863,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Standard CP with Sliding Window,result_calibration_mse_cp.txt,logs/gap_seed4021_ne1_moe/electricity_moe_train_20260812_102642.log;result_calibration_mse_cp.txt,long_term_forecast_test_iTransformer_electricity_ne1_pe0_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
electricity,iTransformer,test,1,MOE,0,0,M,96,48,96,4022,aci_cp,0.8945,1.1355,,0.5677,0.1,1000,"code, run dated after 2026-01-22",,,0.150127,0.241098,2,0.8945,0.8945,1.1355,1.1355,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,"ACI CP Sliding Window, alpha=0.1, gamma=0.001",result_calibration_aci_cp_tsf.txt,logs/chain/elec_ne1moe_s4022_20260814_185716.log;result_calibration_aci_cp_tsf.txt,long_term_forecast_test_iTransformer_electricity_ne1_pe0_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4022
electricity,iTransformer,cqr,1,MOE,0,0,M,96,48,96,4022,aci_cqr_quantile,0.8952,1.5272,,0.1747,0.1,1000,"code, run dated after 2026-01-22",,,0.280530,0.375897,3,0.8952,0.8952,1.5214,1.5272,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,"ACI CQR Quantile, alpha=0.1, gamma=0.001, Delayed Update",result_calibration_aci_cqr_quantile_tsf.txt,logs/elec_traffic_seeds/electricity_cqr_ne1_MOE_seed4022.log;result_calibration_aci_cqr_quantile_tsf.txt,long_term_forecast_cqr_iTransformer_electricity_ne1_pe0_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4022
electricity,iTransformer,cqr,1,MOE,0,0,M,96,48,96,4022,aci_cqr_retrain,0.8926,1.3382,,0.2962,0.1,1000,recorded in the run output,53,,0.280530,0.375897,3,0.8925,0.8926,1.3382,1.3399,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,"ACI Retrained CQR, alpha=0.1, gamma=0.001, mode=finetune, window=1000, interval=96, epochs=3",result_calibration_aci_cqr_retrain_tsf.txt,logs/elec_traffic_seeds/electricity_cqr_ne1_MOE_seed4022.log;result_calibration_aci_cqr_retrain_tsf.txt,long_term_forecast_cqr_iTransformer_electricity_ne1_pe0_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4022
electricity,iTransformer,test,1,MOE,0,0,M,96,48,96,4023,aci_cp,0.8946,1.1369,,0.5685,0.1,1000,"code, run dated after 2026-01-22",,,0.150241,0.241251,2,0.8946,0.8946,1.1369,1.1369,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,"ACI CP Sliding Window, alpha=0.1, gamma=0.001",result_calibration_aci_cp_tsf.txt,logs/chain/elec_ne1moe_s4023_20260814_185716.log;result_calibration_aci_cp_tsf.txt,long_term_forecast_test_iTransformer_electricity_ne1_pe0_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4023
electricity,iTransformer,cqr,1,MOE,0,0,M,96,48,96,4023,aci_cqr_quantile,0.8929,1.5673,,0.1812,0.1,1000,"code, run dated after 2026-01-22",,,0.311412,0.397991,3,0.8929,0.8930,1.5560,1.5673,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,"ACI CQR Quantile, alpha=0.1, gamma=0.001, Delayed Update",result_calibration_aci_cqr_quantile_tsf.txt,logs/elec_traffic_seeds/electricity_cqr_ne1_MOE_seed4023.log;result_calibration_aci_cqr_quantile_tsf.txt,long_term_forecast_cqr_iTransformer_electricity_ne1_pe0_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4023
electricity,iTransformer,cqr,1,MOE,0,0,M,96,48,96,4023,aci_cqr_retrain,0.8914,1.3071,,0.2603,0.1,1000,recorded in the run output,53,,0.311412,0.397991,3,0.8914,0.8914,1.3071,1.3085,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,"ACI Retrained CQR, alpha=0.1, gamma=0.001, mode=finetune, window=1000, interval=96, epochs=3",result_calibration_aci_cqr_retrain_tsf.txt,logs/elec_traffic_seeds/electricity_cqr_ne1_MOE_seed4023.log;result_calibration_aci_cqr_retrain_tsf.txt,long_term_forecast_cqr_iTransformer_electricity_ne1_pe0_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4023
electricity,iTransformer,test,1,MOE,0,0,M,96,48,96,4024,aci_cp,0.8944,1.1367,,0.5683,0.1,1000,"code, run dated after 2026-01-22",,,0.150606,0.241602,2,0.8944,0.8944,1.1367,1.1367,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,"ACI CP Sliding Window, alpha=0.1, gamma=0.001",result_calibration_aci_cp_tsf.txt,logs/chain/elec_ne1moe_s4024_20260814_185716.log;result_calibration_aci_cp_tsf.txt,long_term_forecast_test_iTransformer_electricity_ne1_pe0_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4024
electricity,iTransformer,cqr,1,MOE,0,0,M,96,48,96,4024,aci_cqr_quantile,0.8941,1.5077,,0.1699,0.1,1000,"code, run dated after 2026-01-22",,,0.290685,0.383812,2,0.8941,0.8941,1.5077,1.5077,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,"ACI CQR Quantile, alpha=0.1, gamma=0.001, Delayed Update",result_calibration_aci_cqr_quantile_tsf.txt,logs/elec_traffic_seeds/electricity_cqr_ne1_MOE_seed4024.log;result_calibration_aci_cqr_quantile_tsf.txt,long_term_forecast_cqr_iTransformer_electricity_ne1_pe0_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4024
electricity,iTransformer,cqr,1,MOE,0,0,M,96,48,96,4024,aci_cqr_retrain,0.8919,1.2850,,0.2615,0.1,1000,recorded in the run output,53,,0.290685,0.383812,2,0.8919,0.8919,1.2850,1.2850,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,"ACI Retrained CQR, alpha=0.1, gamma=0.001, mode=finetune, window=1000, interval=96, epochs=3",result_calibration_aci_cqr_retrain_tsf.txt,logs/elec_traffic_seeds/electricity_cqr_ne1_MOE_seed4024.log;result_calibration_aci_cqr_retrain_tsf.txt,long_term_forecast_cqr_iTransformer_electricity_ne1_pe0_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4024
electricity,iTransformer,test,1,MOE,0,0,M,96,48,96,4025,aci_cp,0.8946,1.1353,,0.5677,0.1,1000,"code, run dated after 2026-01-22",,,0.149949,0.240829,2,0.8946,0.8946,1.1353,1.1353,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,"ACI CP Sliding Window, alpha=0.1, gamma=0.001",result_calibration_aci_cp_tsf.txt,logs/chain/elec_ne1moe_s4025_20260814_185716.log;result_calibration_aci_cp_tsf.txt,long_term_forecast_test_iTransformer_electricity_ne1_pe0_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4025
electricity,iTransformer,cqr,1,MOE,0,0,M,96,48,96,4025,aci_cqr_quantile,0.8906,1.4701,,0.1978,0.1,1000,"code, run dated after 2026-01-22",,,0.281392,0.372402,2,0.8906,0.8906,1.4701,1.4701,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,"ACI CQR Quantile, alpha=0.1, gamma=0.001, Delayed Update",result_calibration_aci_cqr_quantile_tsf.txt,logs/elec_traffic_seeds/electricity_cqr_ne1_MOE_seed4025.log;result_calibration_aci_cqr_quantile_tsf.txt,long_term_forecast_cqr_iTransformer_electricity_ne1_pe0_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4025
electricity,iTransformer,cqr,1,MOE,0,0,M,96,48,96,4025,aci_cqr_retrain,0.8923,1.3074,,0.2767,0.1,1000,recorded in the run output,53,,0.281392,0.372402,2,0.8923,0.8923,1.3074,1.3074,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,"ACI Retrained CQR, alpha=0.1, gamma=0.001, mode=finetune, window=1000, interval=96, epochs=3",result_calibration_aci_cqr_retrain_tsf.txt,logs/elec_traffic_seeds/electricity_cqr_ne1_MOE_seed4025.log;result_calibration_aci_cqr_retrain_tsf.txt,long_term_forecast_cqr_iTransformer_electricity_ne1_pe0_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4025
electricity,iTransformer,test,1,MOG,1,0,M,96,48,96,4021,aci_aleatoric_only,0.8963,1.1116,,2.9048,0.1,1000,"code, run dated after 2026-01-22",,,0.158779,0.244524,2,0.8963,0.8963,1.1116,1.1116,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,ACI Aleatoric Only CP Delayed,result_calibration_aci_aleatoric_only_tsf.txt,logs/aci_ne1_mog/electricity_mog_20260810_183846.log;result_calibration_aci_aleatoric_only_tsf.txt,long_term_forecast_test_iTransformer_electricity_ne1_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
electricity,iTransformer,test,1,MOG,1,0,M,96,48,96,4021,aci_aleatoric_scale,0.8824,1.2300,,6.5033,0.1,1000,"code, run dated after 2026-01-22",,,0.158779,0.244524,2,0.8824,0.8824,1.2300,1.2300,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,ACI Aleatoric Scale CP Delayed,result_calibration_aci_aleatoric_scale_tsf.txt,logs/gap_seed4021_ne1/electricity_mog_20260807_184946.log;result_calibration_aci_aleatoric_scale_tsf.txt,long_term_forecast_test_iTransformer_electricity_ne1_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
electricity,iTransformer,test,1,MOG,1,0,M,96,48,96,4021,aci_aleatoric_scale_g001,0.8963,1.1116,,2.9048,0.1,1000,"code, run dated after 2026-01-22",,,0.158779,0.244524,2,0.8963,0.8963,1.1116,1.1116,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,ACI Aleatoric Scale CP (g=0.001) Delayed,result_calibration_aci_aleatoric_scale_g001_tsf.txt,logs/gap_seed4021_ne1/electricity_mog_20260807_184946.log;result_calibration_aci_aleatoric_scale_g001_tsf.txt,long_term_forecast_test_iTransformer_electricity_ne1_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
electricity,iTransformer,test,1,MOG,1,0,M,96,48,96,4021,aci_cp,0.8953,1.1653,,0.5827,0.1,1000,"code, run dated after 2026-01-22",,,0.158779,0.244524,2,0.8953,0.8953,1.1653,1.1653,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,"ACI CP Sliding Window, alpha=0.1, gamma=0.001",result_calibration_aci_cp_tsf.txt,logs/aci_ne1_mog/electricity_mog_20260810_183846.log;result_calibration_aci_cp_tsf.txt,long_term_forecast_test_iTransformer_electricity_ne1_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
electricity,iTransformer,test,1,MOG,1,0,M,96,48,96,4021,aci_cpvs,0.8963,1.1116,,1.5234,0.1,1000,"code, run dated after 2026-01-22",,,0.158779,0.244524,2,0.8963,0.8963,1.1116,1.1116,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,"ACI CP-VS Sliding Window, alpha=0.1, gamma=0.001",result_calibration_aci_cpvs_tsf.txt,logs/aci_ne1_mog/electricity_mog_20260810_183846.log;result_calibration_aci_cpvs_tsf.txt,long_term_forecast_test_iTransformer_electricity_ne1_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
electricity,iTransformer,test,1,MOG,1,0,M,96,48,96,4021,aleatoric_only,0.8931,1.0460,,2.3026,0.1,1000,"code, run dated after 2026-01-22",,,0.158779,0.244524,2,0.8931,0.8931,1.0460,1.0460,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Aleatoric Only CP Delayed,result_calibration_aleatoric_only.txt,logs/gap_seed4021_ne1/electricity_mog_20260807_184946.log;result_calibration_aleatoric_only.txt,long_term_forecast_test_iTransformer_electricity_ne1_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
electricity,iTransformer,test,1,MOG,1,0,M,96,48,96,4021,cp_aleatoric_scale,0.8931,1.0460,,2.3026,0.1,1000,"code, run dated after 2026-01-22",,,0.158779,0.244524,2,0.8931,0.8931,1.0460,1.0460,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Aleatoric Scale CP Delayed,result_calibration_aleatoric_scale_tsf.txt,logs/gap_seed4021_ne1/electricity_mog_20260807_184946.log;result_calibration_aleatoric_scale_tsf.txt,long_term_forecast_test_iTransformer_electricity_ne1_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
electricity,iTransformer,test,1,MOG,1,0,M,96,48,96,4021,cpvs,0.8931,1.0460,,1.4562,0.1,1000,"code, run dated after 2026-01-22",,,0.158779,0.244524,2,0.8931,0.8931,1.0460,1.0460,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Adaptive CPVS Delayed,result_calibration_cpvs.txt,logs/gap_seed4021_ne1/electricity_mog_20260807_184946.log;result_calibration_cpvs.txt,long_term_forecast_test_iTransformer_electricity_ne1_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
electricity,iTransformer,test,1,MOG,1,0,M,96,48,96,4021,moecp,0.8921,1.1107,,0.5553,0.1,1000,"code, run dated after 2026-01-22",,0.0000,0.158779,0.244524,2,0.8921,0.8921,1.1107,1.1107,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,"MoECP delayed, alpha=0.1, tau=1.0",result_calibration_moecp_tsf.txt,logs/moecp_clipfix/custom_1786602394896836954_20260813_092634.log;result_calibration_moecp_tsf.txt,long_term_forecast_test_iTransformer_electricity_ne1_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
electricity,iTransformer,test,1,MOG,1,0,M,96,48,96,4021,standard_cp,0.8931,1.1156,,0.5578,0.1,1000,"code, run dated after 2026-01-22",,,0.158779,0.244524,2,0.8931,0.8931,1.1156,1.1156,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,Standard CP with Sliding Window,result_calibration_mse_cp.txt,logs/gap_seed4021_ne1/electricity_mog_20260807_184946.log;result_calibration_mse_cp.txt,long_term_forecast_test_iTransformer_electricity_ne1_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4021
electricity,iTransformer,test,1,MOG,1,0,M,96,48,96,4022,aci_aleatoric_only,0.8961,1.1081,,3.1611,0.1,1000,"code, run dated after 2026-01-22",,,0.157821,0.243702,2,0.8961,0.8961,1.1081,1.1081,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,ACI Aleatoric Only CP Delayed,result_calibration_aci_aleatoric_only_tsf.txt,logs/chain/elec_ne1mog_s4022_20260814_185716.log;result_calibration_aci_aleatoric_only_tsf.txt,long_term_forecast_test_iTransformer_electricity_ne1_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4022
electricity,iTransformer,test,1,MOG,1,0,M,96,48,96,4022,aci_aleatoric_scale_g001,0.8961,1.1081,,3.1611,0.1,1000,"code, run dated after 2026-01-22",,,0.157821,0.243702,2,0.8961,0.8961,1.1081,1.1081,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,ACI Aleatoric Scale CP (g=0.001) Delayed,result_calibration_aci_aleatoric_scale_g001_tsf.txt,logs/chain/elec_ne1mog_s4022_20260814_185716.log;result_calibration_aci_aleatoric_scale_g001_tsf.txt,long_term_forecast_test_iTransformer_electricity_ne1_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4022
electricity,iTransformer,test,1,MOG,1,0,M,96,48,96,4022,aci_cp,0.8952,1.1611,,0.5806,0.1,1000,"code, run dated after 2026-01-22",,,0.157821,0.243702,2,0.8952,0.8952,1.1611,1.1611,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,"ACI CP Sliding Window, alpha=0.1, gamma=0.001",result_calibration_aci_cp_tsf.txt,logs/chain/elec_ne1mog_s4022_20260814_185716.log;result_calibration_aci_cp_tsf.txt,long_term_forecast_test_iTransformer_electricity_ne1_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4022
electricity,iTransformer,test,1,MOG,1,0,M,96,48,96,4022,aci_cpvs,0.8961,1.1081,,1.5342,0.1,1000,"code, run dated after 2026-01-22",,,0.157821,0.243702,2,0.8961,0.8961,1.1081,1.1081,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,"ACI CP-VS Sliding Window, alpha=0.1, gamma=0.001",result_calibration_aci_cpvs_tsf.txt,logs/chain/elec_ne1mog_s4022_20260814_185716.log;result_calibration_aci_cpvs_tsf.txt,long_term_forecast_test_iTransformer_electricity_ne1_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4022
electricity,iTransformer,test,1,MOG,1,0,M,96,48,96,4023,aci_aleatoric_only,0.8961,1.1108,,3.0708,0.1,1000,"code, run dated after 2026-01-22",,,0.158586,0.244461,2,0.8961,0.8961,1.1108,1.1108,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,ACI Aleatoric Only CP Delayed,result_calibration_aci_aleatoric_only_tsf.txt,logs/chain/elec_ne1mog_s4023_20260814_185716.log;result_calibration_aci_aleatoric_only_tsf.txt,long_term_forecast_test_iTransformer_electricity_ne1_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4023
electricity,iTransformer,test,1,MOG,1,0,M,96,48,96,4023,aci_aleatoric_scale_g001,0.8961,1.1108,,3.0708,0.1,1000,"code, run dated after 2026-01-22",,,0.158586,0.244461,2,0.8961,0.8961,1.1108,1.1108,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,ACI Aleatoric Scale CP (g=0.001) Delayed,result_calibration_aci_aleatoric_scale_g001_tsf.txt,logs/chain/elec_ne1mog_s4023_20260814_185716.log;result_calibration_aci_aleatoric_scale_g001_tsf.txt,long_term_forecast_test_iTransformer_electricity_ne1_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4023
electricity,iTransformer,test,1,MOG,1,0,M,96,48,96,4023,aci_cp,0.8952,1.1646,,0.5823,0.1,1000,"code, run dated after 2026-01-22",,,0.158586,0.244461,2,0.8952,0.8952,1.1646,1.1646,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,"ACI CP Sliding Window, alpha=0.1, gamma=0.001",result_calibration_aci_cp_tsf.txt,logs/chain/elec_ne1mog_s4023_20260814_185716.log;result_calibration_aci_cp_tsf.txt,long_term_forecast_test_iTransformer_electricity_ne1_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4023
electricity,iTransformer,test,1,MOG,1,0,M,96,48,96,4023,aci_cpvs,0.8961,1.1108,,1.5206,0.1,1000,"code, run dated after 2026-01-22",,,0.158586,0.244461,2,0.8961,0.8961,1.1108,1.1108,0,512,8,2,1,2048,2,4,1,timeF,True,test,0,"ACI CP-VS Sliding Window, alpha=0.1, gamma=0.001",result_calibration_aci_cpvs_tsf.txt,logs/chain/elec_ne1mog_s4023_20260814_185716.log;result_calibration_aci_cpvs_tsf.txt,long_term_forecast_test_iTransformer_electricity_ne1_pe1_ug0_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0_seed4023
